,pid,bid,top-k,boost,boost.functions.count,boost.includes,boost.mine.size,boost.mine.time,boost.preprocess.number,boost.preprocess.size,boost.preprocess.time,boost.preprocess.time_p,boost.profile.number,boost.profile.size,boost.profile.time,coarse-grained.profile.number,coarse-grained.profile.size,coarse-grained.profile.time,end,fine-grained.mine.size,fine-grained.mine.time,fine-grained.preprocess.number,fine-grained.preprocess.size,fine-grained.preprocess.time,fine-grained.preprocess.time_p,fine-grained.profile.number,fine-grained.profile.size,fine-grained.profile.time,prune-minus-boost.profile.number,prune-minus-boost.profile.size,prune-minus-boost.profile.time,prune.functions.count,prune.includes,prune.mine.size,prune.mine.time,prune.preprocess.number,prune.preprocess.size,prune.preprocess.time,prune.preprocess.time_p,start,theta
136,space,22_-,5,0.05,1.0,0.0,5832.0,1684.0,576.0,287260.0,1397.0,1284.0,7272.0,10032.0,10851.0,0.0,0.0,0.0,0.0,5824.0,62050.0,4791.0,1959576.0,126938.0,126632.0,0.0,0.0,0.0,224784.0,284036.0,49821.0,62.0,0.0,5856.0,54749.0,4165.0,1744664.0,69801.0,0.0,0.0,0.175125
137,space,22_-,10,0.05,1.0,0.0,5816.0,3993.0,576.0,288828.0,1469.0,1337.0,7272.0,10028.0,9860.0,0.0,0.0,0.0,0.0,6024.0,60150.0,4791.0,1925724.0,105339.0,105097.0,0.0,0.0,0.0,224784.0,284036.0,45644.0,62.0,0.0,5828.0,54968.0,4169.0,1743344.0,63252.0,0.0,0.0,0.167362
138,space,23_-,1,0.05,7.0,0.0,5812.0,2553.0,346.0,429532.0,1673.0,1528.0,4668.0,10028.0,9092.0,136.0,5036.0,8036.0,0.0,5864.0,95076.0,6770.0,1947976.0,131749.0,131522.0,459134.0,569404.0,79811.0,178854.0,226304.0,40356.0,61.0,0.0,5820.0,86009.0,3830.0,1714604.0,76308.0,75905.0,0.0,0.460217
139,space,23_-,5,0.05,7.0,0.0,5832.0,7898.0,345.0,426876.0,1657.0,1528.0,4668.0,10024.0,9953.0,0.0,0.0,0.0,0.0,5856.0,98394.0,6770.0,1960792.0,164881.0,164534.0,0.0,0.0,0.0,178854.0,226300.0,50085.0,61.0,0.0,5468.0,106956.0,3828.0,1703292.0,84392.0,0.0,0.0,0.443928
140,space,23_-,10,0.05,7.0,0.0,5792.0,10781.0,346.0,429512.0,1602.0,1395.0,4668.0,10028.0,9436.0,0.0,0.0,0.0,0.0,5852.0,101845.0,6770.0,2005028.0,151229.0,150794.0,0.0,0.0,0.0,178854.0,226300.0,39025.0,61.0,0.0,5452.0,104442.0,3827.0,1715104.0,61536.0,0.0,0.0,0.434276
141,space,28_-,1,0.05,6.0,0.0,5888.0,1570.0,85.0,214148.0,1193.0,1086.0,5798.0,10032.0,8588.0,136.0,5040.0,7639.0,0.0,5876.0,23212.0,4241.0,1917856.0,92276.0,92044.0,459152.0,569260.0,74830.0,148510.0,189768.0,33046.0,53.0,0.0,5788.0,19113.0,3110.0,1639936.0,39872.0,39663.0,0.0,0.557494
142,space,28_-,5,0.05,6.0,0.0,5852.0,1862.0,85.0,214768.0,1284.0,1195.0,5798.0,10028.0,10766.0,0.0,0.0,0.0,0.0,5884.0,31075.0,4241.0,1922088.0,99611.0,99349.0,0.0,0.0,0.0,158256.0,201208.0,34773.0,59.0,0.0,5844.0,21931.0,3202.0,1675156.0,41018.0,40754.0,0.0,0.407512
143,space,28_-,10,0.05,6.0,0.0,5824.0,1506.0,85.0,213748.0,1244.0,1137.0,5798.0,10028.0,9297.0,0.0,0.0,0.0,0.0,5856.0,24718.0,4241.0,1929804.0,101608.0,101342.0,0.0,0.0,0.0,171770.0,219260.0,37406.0,63.0,0.0,5804.0,23739.0,3316.0,1675260.0,46850.0,46577.0,0.0,0.288192
144,space,29_-,1,0.05,3.0,0.0,5824.0,1471.0,120.0,181828.0,1152.0,1066.0,4950.0,10028.0,9240.0,136.0,5032.0,8900.0,0.0,5820.0,19447.0,2980.0,1937184.0,60547.0,60273.0,459134.0,569380.0,70820.0,128198.0,164880.0,31055.0,40.0,0.0,5792.0,19738.0,2297.0,1571108.0,25654.0,25424.0,0.0,0.391068
145,space,29_-,5,0.05,3.0,0.0,5784.0,2048.0,120.0,181040.0,1141.0,1013.0,4950.0,10024.0,8158.0,0.0,0.0,0.0,0.0,5796.0,18661.0,2980.0,1878016.0,62196.0,61943.0,0.0,0.0,0.0,128198.0,164880.0,31022.0,40.0,0.0,5808.0,16942.0,2303.0,1570616.0,24839.0,0.0,0.0,0.358517
146,space,29_-,10,0.05,3.0,0.0,5864.0,1539.0,120.0,180188.0,1128.0,1042.0,4950.0,10024.0,9597.0,0.0,0.0,0.0,0.0,5836.0,19511.0,2980.0,1881520.0,62113.0,61895.0,0.0,0.0,0.0,128198.0,164880.0,32152.0,40.0,0.0,6000.0,16650.0,2293.0,1570576.0,24887.0,0.0,0.0,0.31694
147,space,33_-,1,0.05,3.0,0.0,5860.0,1383.0,489.0,305876.0,1505.0,1368.0,7916.0,15016.0,10110.0,136.0,5032.0,8690.0,0.0,5908.0,98512.0,5174.0,1953000.0,106634.0,106404.0,459134.0,569400.0,75978.0,249664.0,314332.0,47681.0,72.0,0.0,5840.0,100588.0,4842.0,1781708.0,74564.0,74342.0,0.0,0.032877
148,space,33_-,5,0.05,3.0,0.0,5828.0,2308.0,488.0,306588.0,1551.0,1420.0,7916.0,15016.0,10103.0,0.0,0.0,0.0,0.0,5784.0,99970.0,5174.0,1958304.0,104540.0,104299.0,0.0,0.0,0.0,249978.0,314412.0,54338.0,73.0,0.0,5844.0,91869.0,4849.0,1779688.0,80084.0,79774.0,0.0,0.032151
149,space,33_-,10,0.05,3.0,0.0,5804.0,1448.0,481.0,305784.0,1431.0,1270.0,7916.0,15020.0,9738.0,0.0,0.0,0.0,0.0,5828.0,104993.0,5174.0,1956680.0,107083.0,106768.0,0.0,0.0,0.0,249978.0,314412.0,51079.0,73.0,0.0,5944.0,94289.0,4843.0,1778944.0,81512.0,0.0,0.0,0.031486
150,space,35_-,1,0.05,5.0,0.0,5832.0,1452.0,237.0,314396.0,1575.0,1467.0,9082.0,15024.0,13737.0,136.0,5040.0,11741.0,0.0,5840.0,53142.0,3948.0,1914432.0,88331.0,88061.0,459118.0,569404.0,80021.0,200020.0,253896.0,47678.0,62.0,0.0,5820.0,46166.0,3434.0,1700232.0,52082.0,51845.0,0.0,0.20545
151,space,35_-,5,0.05,5.0,0.0,5816.0,2267.0,239.0,314416.0,1615.0,1509.0,9082.0,15024.0,13671.0,0.0,0.0,0.0,0.0,5848.0,51224.0,3948.0,1915456.0,96087.0,95836.0,0.0,0.0,0.0,200020.0,253900.0,45801.0,62.0,0.0,5792.0,46937.0,3434.0,1695856.0,49630.0,0.0,0.0,0.201135
152,space,35_-,10,0.05,5.0,0.0,5868.0,2904.0,237.0,314416.0,1505.0,1398.0,9082.0,15024.0,12879.0,0.0,0.0,0.0,0.0,5928.0,51441.0,3948.0,1944900.0,99972.0,99702.0,0.0,0.0,0.0,203338.0,256404.0,44476.0,63.0,0.0,5832.0,45168.0,3489.0,1700752.0,49793.0,49593.0,0.0,0.192619
153,space,36_-,1,0.05,10.0,0.0,5876.0,2019.0,92.0,175296.0,1270.0,1158.0,5750.0,10032.0,12861.0,136.0,5040.0,11125.0,0.0,5832.0,3046.0,470.0,1767400.0,36728.0,36495.0,459134.0,569448.0,78203.0,19034.0,29980.0,16115.0,15.0,0.0,5880.0,2251.0,470.0,1139148.0,4423.0,4224.0,0.0,0.168357
154,space,36_-,5,0.05,10.0,0.0,5820.0,2009.0,92.0,175752.0,1384.0,1258.0,5750.0,10028.0,12637.0,0.0,0.0,0.0,0.0,5832.0,2199.0,470.0,1745988.0,36111.0,35893.0,0.0,0.0,0.0,19034.0,29980.0,15584.0,15.0,0.0,5828.0,8393.0,470.0,1133624.0,4453.0,0.0,0.0,0.135693
155,space,36_-,10,0.05,10.0,0.0,5820.0,3076.0,92.0,175240.0,1239.0,1134.0,5750.0,10028.0,12466.0,0.0,0.0,0.0,0.0,5884.0,4656.0,470.0,1797148.0,36499.0,36265.0,0.0,0.0,0.0,19034.0,29980.0,15187.0,15.0,0.0,5796.0,3061.0,470.0,1132716.0,4263.0,0.0,0.0,0.127304
156,space,3_-,1,0.05,5.0,0.0,5824.0,1425.0,228.0,307688.0,1222.0,1114.0,4648.0,10020.0,8643.0,136.0,5032.0,7479.0,0.0,5852.0,3556.0,2175.0,1858872.0,42440.0,42242.0,459152.0,569400.0,72086.0,70732.0,94732.0,22885.0,25.0,0.0,5792.0,3290.0,1384.0,1492968.0,10624.0,10433.0,0.0,0.409842
157,space,3_-,5,0.05,5.0,0.0,5800.0,1734.0,228.0,308456.0,1221.0,1093.0,4648.0,10020.0,8434.0,0.0,0.0,0.0,0.0,5820.0,4176.0,2175.0,1857544.0,43350.0,43137.0,0.0,0.0,0.0,70732.0,94736.0,25630.0,28.0,0.0,5856.0,4050.0,1485.0,1515428.0,12752.0,12542.0,0.0,0.393102
158,space,3_-,10,0.05,5.0,0.0,5840.0,1351.0,228.0,308920.0,1239.0,1118.0,4648.0,10024.0,8429.0,0.0,0.0,0.0,0.0,5908.0,3806.0,2175.0,1923808.0,44330.0,44100.0,0.0,0.0,0.0,70732.0,94732.0,22185.0,29.0,0.0,5840.0,4250.0,1595.0,1524528.0,14360.0,14136.0,0.0,0.38022
159,space,4_-,1,0.05,7.0,0.0,5848.0,5827.0,60.0,198264.0,1428.0,1306.0,8034.0,15020.0,9013.0,136.0,5040.0,9172.0,0.0,5840.0,5052.0,1958.0,1836384.0,54967.0,54730.0,459152.0,569076.0,70900.0,78264.0,104684.0,28213.0,32.0,0.0,5828.0,3459.0,1637.0,1532540.0,19457.0,19206.0,0.0,0.627208
160,space,4_-,5,0.05,7.0,0.0,5780.0,2574.0,60.0,196396.0,1261.0,1151.0,8034.0,15020.0,7966.0,0.0,0.0,0.0,0.0,5816.0,5636.0,1958.0,1917208.0,57419.0,57201.0,0.0,0.0,0.0,78264.0,104684.0,25542.0,32.0,0.0,6000.0,3250.0,1637.0,1525856.0,18174.0,0.0,0.0,0.590497
161,space,4_-,10,0.05,7.0,0.0,5792.0,5619.0,60.0,197336.0,1297.0,1176.0,8034.0,15024.0,8513.0,0.0,0.0,0.0,0.0,5960.0,3889.0,1958.0,1834636.0,53964.0,53690.0,0.0,0.0,0.0,78264.0,104684.0,25895.0,32.0,0.0,5844.0,3572.0,1635.0,1529780.0,17870.0,0.0,0.0,0.590497
162,space,5_-,1,0.05,8.0,0.0,5788.0,3116.0,211.0,312340.0,1576.0,1448.0,7330.0,10020.0,10085.0,136.0,5032.0,7169.0,0.0,5824.0,4981.0,1437.0,1822724.0,46729.0,46322.0,459152.0,569292.0,78885.0,38996.0,54932.0,18635.0,23.0,0.0,5784.0,3387.0,1266.0,1486560.0,12378.0,12170.0,0.0,0.803535
163,space,5_-,5,0.05,8.0,0.0,5788.0,1712.0,211.0,311524.0,1667.0,1505.0,7330.0,10024.0,9727.0,0.0,0.0,0.0,0.0,5884.0,4212.0,1437.0,1805772.0,44236.0,43952.0,0.0,0.0,0.0,38996.0,54932.0,17720.0,23.0,0.0,5856.0,4935.0,1266.0,1485212.0,12079.0,0.0,0.0,0.774019
164,space,5_-,10,0.05,8.0,0.0,5836.0,5512.0,211.0,312316.0,1705.0,1537.0,7330.0,10024.0,9805.0,0.0,0.0,0.0,0.0,5864.0,4705.0,1437.0,1849596.0,79305.0,78995.0,0.0,0.0,0.0,41432.0,58976.0,18581.0,24.0,0.0,5788.0,3553.0,1294.0,1491100.0,12781.0,12543.0,0.0,0.600281
165,space,6_-,1,0.05,8.0,0.0,5788.0,2069.0,238.0,305260.0,1369.0,1260.0,6738.0,10032.0,9706.0,136.0,5040.0,7722.0,0.0,5836.0,4691.0,1869.0,1843968.0,44829.0,44598.0,459152.0,569076.0,70368.0,41542.0,59140.0,17329.0,22.0,0.0,5820.0,3141.0,1442.0,1487612.0,11229.0,10974.0,0.0,0.350411
166,space,6_-,5,0.05,8.0,0.0,5800.0,1255.0,238.0,304980.0,1424.0,1304.0,6738.0,10028.0,9262.0,0.0,0.0,0.0,0.0,5788.0,4449.0,1869.0,1861248.0,45921.0,45680.0,0.0,0.0,0.0,43978.0,59944.0,17179.0,23.0,0.0,5856.0,2977.0,1470.0,1502604.0,11394.0,11190.0,0.0,0.176664
167,space,6_-,10,0.05,8.0,0.0,5872.0,1374.0,238.0,306184.0,1463.0,1354.0,6738.0,10032.0,11186.0,0.0,0.0,0.0,0.0,5828.0,5426.0,1869.0,1842248.0,45765.0,45435.0,0.0,0.0,0.0,43978.0,59944.0,18397.0,23.0,0.0,5872.0,3163.0,1470.0,1503856.0,12080.0,0.0,0.0,0.152279
168,space,7_-,1,0.05,3.0,0.0,5852.0,1578.0,244.0,304484.0,1362.0,1237.0,6860.0,10028.0,9149.0,136.0,5040.0,7167.0,0.0,5820.0,73855.0,7149.0,1956848.0,120853.0,120638.0,459130.0,569408.0,73403.0,188202.0,239376.0,39315.0,59.0,0.0,5848.0,61436.0,3758.0,1686624.0,44386.0,44135.0,0.0,0.33165
169,space,7_-,5,0.05,3.0,0.0,5832.0,1521.0,244.0,304660.0,1343.0,1224.0,6860.0,10028.0,8630.0,0.0,0.0,0.0,0.0,5856.0,77737.0,7149.0,2088336.0,124438.0,124169.0,0.0,0.0,0.0,188202.0,239376.0,40979.0,59.0,0.0,5864.0,63007.0,3758.0,1718292.0,44762.0,0.0,0.0,0.322375
170,space,7_-,10,0.05,3.0,0.0,5896.0,1374.0,244.0,304124.0,1242.0,1121.0,6860.0,10028.0,9240.0,0.0,0.0,0.0,0.0,5868.0,79138.0,7149.0,1974512.0,115127.0,114903.0,0.0,0.0,0.0,188202.0,239376.0,40994.0,59.0,0.0,5796.0,67537.0,3762.0,1686036.0,61011.0,0.0,0.0,0.280606
171,space,8_-,1,0.05,4.0,0.0,5792.0,1965.0,366.0,313156.0,1625.0,1494.0,7940.0,15020.0,9227.0,136.0,5036.0,8012.0,0.0,5832.0,108463.0,5016.0,1938072.0,104003.0,103716.0,459130.0,569404.0,75808.0,181456.0,229888.0,37903.0,61.0,0.0,5948.0,82025.0,3858.0,1689208.0,50476.0,50239.0,0.0,0.293763
172,space,8_-,5,0.05,4.0,0.0,5832.0,2860.0,366.0,313408.0,1565.0,1413.0,7940.0,15016.0,9675.0,0.0,0.0,0.0,0.0,5864.0,105656.0,5016.0,1969524.0,105871.0,105598.0,0.0,0.0,0.0,181456.0,229888.0,40066.0,61.0,0.0,5944.0,83104.0,3852.0,1688172.0,49886.0,0.0,0.0,0.284532
173,space,8_-,10,0.05,4.0,0.0,5796.0,1898.0,366.0,312564.0,1546.0,1444.0,7940.0,15020.0,9417.0,0.0,0.0,0.0,0.0,5804.0,102585.0,5016.0,1930284.0,112464.0,112222.0,0.0,0.0,0.0,181456.0,229888.0,38824.0,61.0,0.0,5864.0,76557.0,3852.0,1688504.0,51192.0,0.0,0.0,0.281667
174,space,9_-,1,0.05,12.0,0.0,5804.0,2498.0,614.0,718172.0,2653.0,2501.0,9396.0,15016.0,9326.0,136.0,5036.0,7256.0,0.0,5892.0,38347.0,8085.0,1955112.0,137172.0,136876.0,459134.0,569404.0,77891.0,153008.0,195012.0,34592.0,59.0,0.0,5804.0,38657.0,4348.0,1673276.0,48646.0,48455.0,0.0,0.860533
175,space,9_-,5,0.05,12.0,0.0,5792.0,2111.0,614.0,718768.0,2428.0,2249.0,9396.0,15016.0,9325.0,0.0,0.0,0.0,0.0,5828.0,36005.0,8085.0,1954544.0,142017.0,141763.0,0.0,0.0,0.0,153008.0,195012.0,34603.0,59.0,0.0,5836.0,36668.0,4357.0,1683884.0,45183.0,0.0,0.0,0.80393
176,space,9_-,10,0.05,12.0,0.0,5844.0,1691.0,614.0,716664.0,2602.0,2420.0,9396.0,15016.0,9512.0,0.0,0.0,0.0,0.0,5852.0,39571.0,8085.0,1956376.0,144403.0,144177.0,0.0,0.0,0.0,153008.0,195012.0,35677.0,59.0,0.0,5792.0,37201.0,4360.0,1675512.0,46857.0,0.0,0.0,0.798574
